Time (s),Data
0.0,0.04081838242770365
2.08e-05,-0.051113300626283636
4.16e-05,0.008361976934515578
6.24e-05,-0.011355392122558596
8.32e-05,-0.009052985842208917
0.00010400000000000001,-0.0043119432617953184
0.0001248,-0.04039972258294502
0.00014560000000000002,-0.004638647552883789
0.0001664,-0.017304261525498833
0.0001872,0.06645999033289765
0.00020800000000000001,0.004515732264558436
0.0002288,-0.007052615886831908
0.0002496,-0.005625748363027008
0.0002704,-0.013360926922179002
0.00029120000000000003,-0.021103011024102426
0.000312,-0.007816019544693095
0.0003328,0.009638907770135718
0.00035360000000000003,-0.004771072131467334
0.0003744,0.01915517405919528
0.0003952,-0.0039960425813316
0.00041600000000000003,0.00048519130153329247
0.0004368,0.03091641702425624
0.0004576,0.01090211045375289
0.00047840000000000003,-0.010104574712280361
0.0004992,-0.003656779491954698
0.0005200000000000001,0.010810502635096043
0.0005408,0.03870176068197705
0.0005616,-0.00539240654683827
0.0005824000000000001,-0.004871173581582091
0.0006032,0.020046272025513824
0.000624,-0.017729198863211743
0.0006448000000000001,-0.00583440464879728
0.0006656,0.01765077934912968
0.0006864,0.011607000323817982
0.0007072000000000001,0.0018303340656470439
0.000728,0.01340208709656959
0.0007488,-0.05656324613687525
0.0007696000000000001,0.020426136350001598
0.0007904,-0.019192895196162834
0.0008112,-0.03337239685311939
0.0008320000000000001,0.005528915190419993
0.0008528,0.014010897706987801
0.0008736,-0.008895349113655682
0.0008944000000000001,-0.021528116802016155
0.0009152,0.0005224966706806725
0.000936,-0.0010549461648575854
0.0009568000000000001,0.028111963320361852
0.0009776000000000001,0.01494815974958701
0.0009984,0.0038763129252924002
0.0010192,0.022232664104479844
0.0010400000000000001,-0.004110460998115849
0.0010608,-0.01851799147296736
0.0010816,0.01168116622050496
0.0011024000000000001,0.011650768373113803
0.0011232,-0.004296578222537116
0.001144,-0.015656171559279324
0.0011648000000000001,0.004583078104265251
0.0011856,-0.04987788556915981
0.0012064,0.01380249540325624
0.0012272000000000001,0.009827365214899823
0.001248,-0.03277714287780977
0.0012688,0.0012270701967634317
0.0012896000000000001,-0.019281993270824808
0.0013104,0.015144420895163008
0.0013312,-0.04068334546886856
0.0013520000000000001,-0.018289890759891774
0.0013728,0.014191599754841352
0.0013936,0.02312802096864314
0.0014144000000000001,-0.04316010760252416
0.0014352,-0.009960796895026068
0.001456,0.00656040185085154
0.0014768000000000001,-0.012184322758997413
0.0014976,0.031812804626462875
0.0015184,-0.023824533632355618
0.0015392000000000001,0.00709063892573852
0.00156,-0.020968110370890223
0.0015808,0.028119258862697706
0.0016016000000000001,-0.0004330245811111674
0.0016224,-0.0074450112800123185
0.0016432,-0.03436369899465233
0.0016640000000000001,0.03363651090133361
0.0016848,0.015055571853947751
0.0017056,0.01507127675018724
0.0017264000000000001,0.02275762517835563
0.0017472,0.006984531562460586
0.001768,-0.012784932211528424
0.0017888000000000001,-0.016004824540602036
0.0018096,-0.0160039995872201
0.0018304,0.027401446826674235
0.0018512000000000001,-0.029207624023908255
0.001872,-0.011927390235415777
0.0018928,-0.006424878385723911
0.0019136000000000001,0.004492380506981883
0.0019344,0.011506987770156178
0.0019552000000000003,-0.024981940181910856
0.001976,-0.03460026902545044
0.0019968,-8.828465243934974e-05
0.0020176,0.024271276505721633
0.0020384,0.015141161185930485
0.0020592,0.004313015673999209
0.0020800000000000003,-0.006343112880347104
0.0021008,0.005864673916004493
0.0021216,-0.0048667017148435136
0.0021424,0.0163441316098519
0.0021632,-0.01588894677773764
0.002184,0.0026847989417267764
0.0022048000000000002,-0.0022156027222318807
0.0022256,0.010867187790603049
0.0022464,0.004492770472987538
0.0022672,0.05100069272615812
0.002288,0.02997309516270966
0.0023088,0.029934743310370215
0.0023296000000000002,-0.04079007675189285
0.0023504,-0.006806332494047546
0.0023712,-0.012172212318258598
0.002392,0.010654431997780784
0.0024128,-0.04558052978110654
0.0024336,0.023489973580183753
0.0024544000000000002,0.021339666217906283
0.0024752,-0.026041417164915894
0.002496,-0.019570970572428254
0.0025168,-0.016023440215623633
0.0025376,0.0008659180056628998
0.0025584,0.01281942129378942
0.0025792000000000002,0.040957721107146655
0.0026,-0.003948908597753419
0.0026208,0.01535005117807239
0.0026416,0.0031083562011886934
0.0026624,0.035198525678165074
0.0026832,0.014843157224231376
0.0027040000000000002,0.02737100901748959
0.0027248000000000003,-0.021553503795669254
0.0027456,-0.0038448142305190208
0.0027664,-0.016275448436840808
0.0027872,0.030098948080166145
0.002808,0.013152798076355457
0.0028288000000000002,-0.006102888515550322
0.0028496000000000003,-0.009049357741408028
0.0028704,0.009693297564134031
0.0028912,-0.014029910603591069
0.002912,-0.01861177752424311
0.0029328,0.009625489845430647
0.0029536000000000002,0.04926264064210452
0.0029744000000000003,-0.004922671081296266
0.0029952,-0.011117315615871091
0.003016,-0.02342313668051086
0.0030368,-0.026700219151187653
0.0030576,0.01049966469128452
0.0030784000000000002,0.017016060655571052
0.0030992000000000003,0.000183494417649804
0.00312,0.006651519773524168
0.0031408,0.0023183315501420793
0.0031616,0.0027730969209444167
0.0031824,-0.03052318105165695
0.0032032000000000002,-0.009162365460984423
0.0032240000000000003,0.0022295861517989545
0.0032448,-0.01566333561127371
0.0032656,-0.00952859487719635
0.0032864,-0.01638240360655469
0.0033072,-0.006669933483968826
0.0033280000000000002,0.017062165486502717
0.0033488000000000003,-0.008131607013111964
0.0033696,-0.0030774136039420953
0.0033904,0.01627436718876236
0.0034112,0.012895404283138326
0.003432,0.03390415117919266
0.0034528000000000002,-0.041809701562571765
0.0034736000000000003,0.01713717889046212
0.0034944,-0.009645681735461644
0.0035152,0.0026938363763576167
0.003536,0.01675438769798128
0.0035568,0.021665063113826894
0.0035776000000000002,0.02078701380617672
0.0035984000000000003,0.003102133821565055
0.0036192,0.03219325366036628
0.00364,-0.005659484544322734
0.0036608,-0.0028196382614157347
0.0036816,0.015987023777881724
0.0037024000000000002,-0.011027448159609274
0.0037232000000000003,0.043218125174024936
0.003744,0.02038413130709244
0.0037648,0.04351150645240787
0.0037856,-0.000531783743115596
0.0038064,-0.007661771005226144
0.0038272000000000002,0.0033409600433385116
0.0038480000000000003,0.014691530052123813
0.0038688,-0.01174855373748023
0.0038896,0.007594034939448949
0.0039104000000000005,-0.00033608557841668517
0.0039312,0.03231363521152888
0.003952,-0.013254036246017314
0.0039728,0.020923235434574382
0.0039936,-0.012877270710800175
0.0040144,-0.019212683862148448
0.0040352,-0.014205988547512465
0.004056000000000001,-0.023803717236844945
0.0040768,0.002927007201329042
0.0040976,0.020625215921573292
0.0041184,0.003286297570695966
0.0041392,0.012486502243697514
0.0041600000000000005,0.032643483911502645
0.0041808,0.005400528943577033
0.0042016,0.003903247219261892
0.0042224,-0.005501229359205493
0.0042432,-0.03216484570022565
0.004264,0.015194778637361675
0.0042848,-0.03512920895251958
0.004305600000000001,0.013053528727676563
0.0043264,-0.0002864067146790881
0.0043472,0.022535629016208696
0.004368,-0.00135540521020924
0.0043888,-0.016464003159153338
0.0044096000000000005,0.007158205335051718
0.0044304,-0.011204722714162523
0.0044512,-0.003619136493236274
0.004472,0.000837415737240006
0.0044928,-0.0026909942349133864
0.0045136,-0.0037760454994763327
0.0045344,-0.016648899765741024
0.004555200000000001,-0.0037826756818562014
0.004576,-0.0427668121424204
0.0045968,-0.003146641904504611
0.0046176,-0.02396111971863844
0.0046384,0.022405273806940434
0.0046592000000000005,0.02539853494642507
0.00468,-0.039020515610425126
0.0047008,0.0028983358073177957
0.0047216,-0.0025272784433351208
0.0047424,-0.020934312601617374
0.0047632,0.010633062852979987
0.004784,-0.009233790893094913
0.0048048000000000006,-0.03535198191373208
0.0048256,-0.0053335330411393555
0.0048464,-0.0029650623660018955
0.0048672,0.0021286203648294873
0.004888,-0.024624659974655315
0.0049088000000000005,0.012313618538431787
0.0049296,0.014709141763977831
0.0049504,-0.022916545537098206
0.0049712,-0.013177111379663532
0.004992,-0.0016067462765871332
0.0050128,-0.011318506540247329
0.0050336,0.034875092196993716
0.0050544000000000006,0.004167442323164929
0.0050752,-0.020211640727083983
0.005096,-0.01576217855249564
0.0051168,-0.0011494051651144198
0.0051376,0.04591557616517217
0.0051584000000000005,-0.0035652864364613284
0.0051792,0.002549528384796123
0.0052,0.010280907563163511
0.0052208,-0.000802518725260834
0.0052416,0.04561321745133416
0.0052624,-0.010630498940503203
0.0052832,0.014884062502915718
0.0053040000000000006,0.0032087593796714226
0.0053248,0.012423927464328332
0.0053456,-0.023532859168394763
0.0053664,0.03536225390214382
0.0053872,-0.0024305501432692295
0.0054080000000000005,0.0006832652413503222
0.0054288,-0.018699525237375003
0.005449600000000001,-0.014593905363664988
0.0054704,0.011284788663360617
0.0054912,0.01972999772221359
0.005512,0.015065093815074686
0.0055328,0.024179404993771393
0.0055536000000000005,0.014289778243791944
0.0055744,0.0005692366671370337
0.0055952,0.01673051978889027
0.005616,0.011872064808159577
0.0056368,-0.0020115053308290202
0.0056576000000000005,0.01452145437080336
0.0056784,0.02571394789058138
0.005699200000000001,0.004691426478683998
0.00572,-0.007124101948616461
0.0057408,0.014374227459226436
0.0057616,0.03801443475665169
0.0057824,-0.004211240863248768
0.0058032000000000005,-0.0018461924423196338
0.005824,-0.0027279506406924924
0.0058448,0.024460348163259735
0.0058656,-0.036743965138263064
0.0058864,0.007316907414949224
0.0059072000000000005,0.023845278315217395
0.005928,-0.016267663418031306
0.005948800000000001,0.029779548163249445
0.0059696,0.010706180169405723
0.0059904,-0.010980718345100764
0.0060112,0.0040827963875544075
0.006032,-0.030689842425324087
0.0060528000000000005,-0.011311420723709494
0.0060736,0.036538076350986236
0.0060944,-0.017876080964766103
0.0061152,0.03689143463822337
0.006136,-0.0016314717638055015
0.0061568000000000005,0.01989325767952888
0.0061776,0.0008779404529894869
0.006198400000000001,-0.04482963087247321
0.0062192,-0.011453026219689981
0.00624,0.0037970719316277263
0.0062608,-0.023018994179161877
0.0062816,-0.026948214665451845
0.0063024000000000005,0.00732371707445851
0.0063232,-0.01298829999554936
0.006344,-0.03391654441961285
0.0063648,-0.01368230347212889
0.0063856,0.01721475146719455
0.0064064000000000005,-0.009474921401648696
0.0064272,0.018695451429037228
0.006448000000000001,0.030545455252996824
0.0064688,0.0006503080099103747
0.0064896,-0.022593666869307617
0.0065104,-0.026031301912796116
0.0065312,-0.0005250770837432603
0.0065520000000000005,0.017621113540164775
0.0065728,0.005380306566267136
0.0065936,0.010945143803764512
0.0066144,-0.008866835618106568
0.0066352,0.006008455182958716
0.0066560000000000005,-0.009426175317550451
0.0066768,-0.006512198070941685
0.006697600000000001,-0.02584492946638526
0.0067184,-0.03144425994449351
0.0067392,-0.009639133836778882
0.00676,-0.02215198681055573
0.0067808,-0.019174914402396475
0.0068016000000000005,0.013420949259307731
0.0068224,-0.0021416184294673446
0.006843200000000001,0.05828251776045094
0.006864,0.018526841508464422
0.0068848,-0.012663752303590979
0.0069056000000000005,0.015560146841898078
0.0069264,0.0071360777587997064
0.006947200000000001,-0.01371362159034667
0.006968,0.022051899341698784
0.0069888,-0.015506572157285224
0.0070096,-0.06116762504723215
0.0070304,0.015881295182797295
0.0070512000000000005,-0.012345182372355483
0.007072,0.029720749847090836
0.007092800000000001,-0.012993444134338023
0.0071136,-0.023627084935707185
0.0071344,0.03096923331883906
0.0071552000000000004,-0.021509966502707038
0.007176,0.004067873830051129
0.007196800000000001,0.028994543915934694
0.0072176,0.0022899468682178047
0.0072384,-0.0016116983063557274
0.0072592,0.0020484687447714666
0.00728,0.016781073044776645
0.0073008000000000005,-0.01613624319359591
0.0073216,0.012212819985915358
0.007342400000000001,0.011541508338789428
0.0073632,0.046654240507650845
0.007384,-0.006730510598570242
0.0074048000000000004,-0.018296597184008258
0.0074256,0.01471374046013324
0.007446400000000001,-0.007943144993484415
0.0074672,0.005782323327667572
0.007488,0.0026515304506050893
0.0075088,0.02336787922651211
0.0075296,-0.013136749703401215
0.0075504000000000005,-0.001845590577163249
0.0075712,-0.05104225298425859
0.007592000000000001,-0.017802277925588583
0.0076128,0.030726776230771097
0.0076336,-0.013630118292887215
0.0076544000000000004,-0.01402953635784911
0.0076752,-0.024358143639699997
0.007696000000000001,0.01159668579371842
0.0077168,0.0035598032674352526
0.0077376,-0.023737337192608433
0.0077584,0.013349007481786433
0.0077792,0.005202117596862943
0.0078000000000000005,0.015080667588643595
0.007820800000000001,-0.012829590168543833
0.0078416,0.03476017515471017
0.0078624,0.008197352118688238
0.0078832,-0.002337790339523969
0.007904,-0.010376685632146672
0.007924800000000001,-0.004896547433764373
0.0079456,0.017175839886390227
0.0079664,-0.00537933384196756
0.0079872,0.021562877474162256
0.008008,0.011613523451231803
0.0080288,0.0269299034762304
0.0080496,0.016282084567823506
0.0080704,-0.0012587853267166827
0.0080912,-0.03818679884313102
0.008112000000000001,0.005971411609941388
0.0081328,0.01578152065776814
0.0081536,0.0032578456277421826
0.0081744,0.011128634334998649
0.0081952,-0.009432401956948985
0.008216000000000001,-0.007609551639221016
0.0082368,-0.01884778087798114
0.0082576,0.027238008056451064
0.0082784,0.0031678852718624814
0.0082992,-0.009849721690953118
0.008320000000000001,-0.0266370501445928
0.0083408,-0.003066145524661313
0.0083616,0.02885262383925101
0.0083824,0.009238432928346318
0.0084032,-0.014490431460503451
0.008424000000000001,0.02858989920470402
0.0084448,0.02857020298996086
0.0084656,0.019615523424386067
0.0084864,0.01577633736536321
0.0085072,0.023113035601281324
0.008528,0.010865180926913165
0.0085488,0.015500016350482934
0.0085696,-0.015600506715625387
0.0085904,0.029991156213035525
0.008611200000000001,0.004623603800549525
0.008632,0.04048423615526731
0.0086528,-0.04084495947243271
0.0086736,0.01410817736264755
0.0086944,0.019629230809066877
0.008715200000000001,-0.006858652219029204
0.008736,0.00904888614950532
0.0087568,0.014966527966654859
0.0087776,0.011547630245897967
0.0087984,-0.010793185121691015
0.008819200000000001,-0.002838756599111309
0.00884,0.020380789335613565
0.0088608,0.025546401684381288
0.0088816,0.001979536872160614
0.0089024,0.0015406495808000865
0.008923200000000001,0.004009927074942813
0.008944,0.02075330419683761
0.0089648,-0.02108076935887366
0.0089856,-0.026581316678977868
0.0090064,0.0024862993237739638
0.0090272,-0.022130575360070265
0.009048,-0.011742189493301799
0.0090688,0.001725914765972709
0.0090896,0.009650098608311597
0.009110400000000001,-0.021441836709605394
0.0091312,0.016032108935104036
0.009152,-0.03547429244390273
0.0091728,0.010908320985515653
0.0091936,-0.03155463502318978
0.009214400000000001,-0.025498467843829628
0.0092352,0.012844438591547297
0.009256,-0.008127244470692659
0.0092768,-0.015911165955007182
0.0092976,-0.00889553518579463
0.009318400000000001,0.00930065188310743
0.0093392,-0.0010809359226073474
0.00936,-0.000587655509164905
0.0093808,0.021095528006135313
0.0094016,-0.01432781184446633
0.009422400000000001,-0.009438673571509723
0.0094432,-0.010448599576826327
0.009464,0.02337844321373313
0.0094848,0.01982811316156155
0.009505600000000001,0.0257415310873649
0.0095264,-0.0006750121404432069
0.0095472,-0.0031360510367728295
0.009568,0.01705545992055127
0.0095888,-0.00788823359681166
0.009609600000000001,0.01661332716749708
0.0096304,0.0144858550316021
0.0096512,-0.013966360263755945
0.009672,-0.0016638933848030343
0.0096928,-0.0023850198516174384
0.009713600000000001,0.0346668076025624
0.0097344,0.051756466781701496
0.0097552,-0.0019985449817047866
0.009776,0.00028129357817591915
0.0097968,-0.04563168909577758
0.009817600000000001,0.0042306459925968865
0.0098384,-0.00014065944649657675
0.0098592,-0.021456875835662564
0.00988,0.015711884655244444
0.0099008,-0.031315076224050366
0.009921600000000001,-0.004297059035969177
0.0099424,0.0027771352444618132
0.0099632,-0.024979998856300877
0.009984,0.01713481484413487
0.010004800000000001,0.021111234984446156
0.0100256,-0.027728417063469034
0.0100464,-0.02815677197171725
0.0100672,0.012045189674581845
0.010088,-0.0006099400678196477
0.010108800000000001,-0.024228062794389646
0.0101296,-0.005904534657407116
0.0101504,-0.0021503336125852385
0.0101712,-0.0028607786751551653
0.010192,0.016549772975873008
0.010212800000000001,0.007683964997493373
0.0102336,0.035389276125205295
0.0102544,0.027487209840254274
0.0102752,0.013569475445860409
0.010296,0.021541587492589432
0.010316800000000001,0.026476393415590414
0.0103376,0.014119896734797934
0.0103584,-0.02451484557947673
0.0103792,0.017188343230086403
0.0104,0.0014454517399968953
0.010420800000000001,0.03237622007098296
0.0104416,0.0018694837321202177
0.0104624,0.010519849014514774
0.0104832,0.0065927981216651055
0.010504000000000001,0.03362451009473794
0.0105248,0.003543646363383711
0.0105456,-0.005390798027089663
0.0105664,0.006181835995051352
0.0105872,-0.00879016535158959
0.010608000000000001,0.0032407847391372735
0.0106288,-0.00014944061174028178
0.0106496,0.0054324513100008475
0.0106704,0.03846568073661179
0.0106912,-0.00811381141201751
0.010712000000000001,0.0007394641494905703
0.0107328,-0.003989834950281417
0.0107536,0.013452230803175426
0.0107744,-0.023631492664589842
0.0107952,-0.013854589699191164
0.010816000000000001,-0.0007897920404954649
0.0108368,0.01092295700574632
0.0108576,-0.000925624209518794
0.0108784,-0.010005725428277561
0.010899200000000001,-0.017336548075427477
0.010920000000000001,0.010235052687712506
0.0109408,0.028843971855236416
0.0109616,0.006457509842725714
0.0109824,0.003762700504642821
0.011003200000000001,0.00887746012493147
0.011024,-0.018853058332365495
0.0110448,-0.006233497718363127
0.0110656,-0.0053585284240224495
0.0110864,0.00590480905263867
0.011107200000000001,-0.0006405138119903555
0.011128,-0.024328001039198747
0.0111488,0.022504581101501886
0.0111696,0.033848168889909575
0.0111904,-0.005263942279597138
0.011211200000000001,0.007976817785294887
0.011232,0.005343231639722155
0.0112528,0.01569327232626342
0.0112736,-0.029595661959090084
0.0112944,0.032260194475439014
0.011315200000000001,-0.009357046623828469
0.011336,0.025284522846008982
0.0113568,0.0016134228908644033
0.0113776,-0.007791112683308037
0.011398400000000001,-0.0028090539773989714
0.011419200000000001,0.017943458916480377
0.01144,-0.017265522582560415
0.0114608,-0.007503558281147319
0.0114816,-0.009643604477775248
0.011502400000000001,-0.03430896790864656
0.0115232,0.026008506444278174
0.011544,0.011577776650849969
0.0115648,-0.00042630043019135564
0.0115856,0.023273254124964306
0.011606400000000001,-0.019128597031819343
0.0116272,-0.0014689962848307672
0.011648,0.03450805673202599
0.0116688,0.019593328272560613
0.0116896,-0.04450900814320945
0.011710400000000001,-0.06664162604799724
0.0117312,-0.02075807724187649
0.011752,0.021225666173781823
0.0117728,-0.009448915774190228
0.0117936,-0.004354881295511873
