Time (s),Data
0.0,0.006911683841295721
0.001,0.016432362870023167
0.002,0.006608741523667742
0.003,-0.02606314463208722
0.004,0.018107117333462354
0.005,0.008927491447280226
0.006,-0.010739064707205703
0.007,0.011622362083927062
0.008,0.007291447923721515
0.009000000000000001,0.00588264993311052
0.01,0.0005684448263159358
0.011,0.010934259732248939
0.012,-0.014729081740033338
0.013000000000000001,-0.0032581989598610556
0.014,-0.009642386253599566
0.015,0.01197692425269255
0.016,0.0007944421496331798
0.017,-0.005849135019301772
0.018000000000000002,-0.015638169247136843
0.019,-0.005143844812377414
0.02,0.00016284361036687016
0.021,-0.005512058105987408
0.022,0.025881276287964147
0.023,0.020134486306115886
0.024,-0.05422324957931937
0.025,-0.037780264919353455
0.026000000000000002,-0.003495441841103239
0.027,-0.00844380823152707
0.028,0.004272859949972222
0.029,0.004346438620451272
0.03,0.04235677510102097
0.031,-0.022240415253845628
0.032,-0.0075521001425399616
0.033,0.040855432149846604
0.034,0.012934059924036938
0.035,0.013261267447525234
0.036000000000000004,-0.010280127433749257
0.037,-0.032961503417113056
0.038,0.003349294884454823
0.039,0.002180281756430951
0.04,-0.024547041084891485
0.041,-0.013664533235611245
0.042,-0.0014408735945445486
0.043000000000000003,-0.018895032461215547
0.044,-0.0019653993570443455
0.045,0.0019096605493890868
0.046,0.0007117247411097142
0.047,-0.010125833166286296
0.048,0.011874961435716456
0.049,0.017823339085646567
0.05,0.006416966091331275
0.051000000000000004,-0.016364604547806142
0.052000000000000005,0.014633045675708816
0.053,-0.010028800369341047
0.054,0.017583212365759708
0.055,-0.021435748337548882
0.056,0.018289344062575624
0.057,-0.0004012690923096084
0.058,-0.02497497780668831
0.059000000000000004,-0.006277989439336955
0.06,0.0010820455754308779
0.061,0.0054558267832890755
0.062,-0.019643762498819554
0.063,-0.02214746094330386
0.064,0.0039916906569416166
0.065,-0.009334992337596042
0.066,0.004710112234604504
0.067,0.015190390449567584
0.068,-0.03297574732701897
0.069,0.005087762330352345
0.07,0.024492939350714647
0.07100000000000001,-0.005950536887409465
0.07200000000000001,-0.0162162916647514
0.073,0.015044876543591856
0.074,0.0050689303241628295
0.075,0.017917661415551206
0.076,-0.0069043142010255945
0.077,-0.029636365474444225
0.078,-0.00220021529422502
0.079,-0.008916563060224644
0.08,0.015506476440951482
0.081,0.003872656967543076
0.082,-0.032616984648702024
0.083,-0.023903261602063998
0.084,0.017675780731745108
0.085,0.013595300348356931
0.08600000000000001,-0.012804867318169775
0.08700000000000001,-2.0975931345613622e-05
0.088,0.008911471075523723
0.089,0.009368086716945558
0.09,0.017524843922287002
0.091,0.0051297125444312395
0.092,-0.0018965667793699635
0.093,-0.005176961295756911
0.094,0.021114856010665026
0.095,-0.045017085501570756
0.096,-0.0027731065018267464
0.097,0.0006600020796812022
0.098,-0.028506979217403753
0.099,0.006656272262760933
0.1,-0.01302562024886788
0.101,0.017248895926314935
0.10200000000000001,-0.002511841680686544
0.10300000000000001,0.013383064815789056
0.10400000000000001,0.024376872103424464
0.105,0.007658591654269448
0.106,-0.01751442286845691
0.107,-0.03028637263409277
0.108,0.03506768235032746
0.109,-0.002225843863750389
0.11,-0.013771298952686433
0.111,0.0028851417612164995
0.112,-0.0038282266096529845
0.113,0.017042845284253753
0.114,0.0006785636487420057
0.115,0.00027499167236838995
0.116,-0.014291594420659281
0.117,0.009391361974949868
0.11800000000000001,-0.02067733444709965
0.11900000000000001,0.013317788795279341
0.12,0.030478750259802637
0.121,-0.030493720761983038
0.122,-0.04932458462702636
0.123,0.01233757510308639
0.124,0.050957956309662523
0.125,-0.020018496977437874
0.126,-0.025013915176039764
0.127,0.011779378675609473
0.128,-0.016814431801166155
0.129,-0.010120509678734728
0.13,-0.006962349333675557
0.131,0.010640041725835972
0.132,-0.008106047227862373
0.133,0.005557656801603203
0.134,-0.003530665177871507
0.135,-0.016893422073032065
0.136,-0.006396525154864421
0.137,-0.019007993303358374
0.138,0.00013029971739497687
0.139,-0.02247732455131273
0.14,-0.021857887385904863
0.14100000000000001,0.02913923630610511
0.14200000000000002,-0.0010636844061068281
0.14300000000000002,-0.001078040509440859
0.14400000000000002,0.01023072839835238
0.145,-0.008417140050977424
0.146,-0.004570707349563162
0.147,0.008502974706638178
0.148,0.005648316844888031
0.149,-0.023185934538648593
0.15,0.016666851933393238
0.151,-0.01180869886578086
0.152,-0.021121579006283718
0.153,-0.018009501399981035
0.154,-0.007810906887106458
0.155,0.03254600509246135
0.156,-0.023510718098415612
0.157,0.0032015178506868153
0.158,-0.042756487161811546
0.159,-3.133866290393812e-05
0.16,0.017991328349520143
0.161,-0.004733266441229103
0.162,-0.012587098477666838
0.163,0.004630221281170754
0.164,0.014003035023013009
0.165,0.013273151420348133
0.166,0.039449477078595835
0.167,0.004183349446725535
0.168,-0.011848201995058651
0.169,-0.0025195837997328547
0.17,-0.0014499709123962409
0.171,0.0021747476695623737
0.17200000000000001,-0.0006005562645886979
0.17300000000000001,0.003479318777924068
0.17400000000000002,-0.033417001212302254
0.17500000000000002,0.01659257912080086
0.176,-0.011494785378420648
0.177,-0.023463173928940494
0.178,0.012755023192828714
0.179,0.02634652014772164
0.18,0.009860562989988855
0.181,0.0032231862769104063
0.182,-0.018644406107439043
0.183,0.05743134675626998
0.184,0.017605172413230164
0.185,-0.022785893406859516
0.186,-0.01559275832479489
0.187,0.001739584971438087
0.188,-0.031094622639919724
0.189,0.0033726081402102853
0.19,-0.009181431114255182
0.191,0.024525412006324347
0.192,0.01924309327256494
0.193,-0.05422570874869545
0.194,0.0008340517205462514
0.195,-0.032349349990473765
0.196,0.022192759984970462
0.197,0.0033621173825564873
0.198,0.010968109043739944
0.199,-0.02130249457606598
0.2,0.03656860475991001
0.201,0.0404014673430089
0.202,-0.02129542085252425
0.203,0.007456302437326326
0.20400000000000001,-0.013466048567803738
0.20500000000000002,-0.000471398737214642
0.20600000000000002,-0.02531273958449128
0.20700000000000002,0.03734291029161237
0.20800000000000002,-0.01938359022165336
0.209,-0.005921676299949892
0.21,0.010029658622210447
0.211,-0.012951213568322571
0.212,-0.004786248594646043
0.213,-0.01127279692853929
0.214,-0.002669215096725881
0.215,-0.023410852702006057
0.216,-0.008759761512046013
0.217,-0.004137858494244886
0.218,-0.006674520076082697
0.219,0.0011337990978758999
0.22,-0.005862044387134425
0.221,0.015064228168787617
0.222,-0.006463918515716598
0.223,-0.0027329919259176834
0.224,-0.01329562671991705
0.225,-0.01053029680230474
0.226,-0.025289855816394247
0.227,0.010375698417559283
0.228,-0.022850360353049843
0.229,-0.0149171279637665
0.23,0.007184893040224091
0.231,0.008051467318890648
0.232,-0.00800229502010142
0.233,-0.040385316209776034
0.234,0.008410265745911505
0.23500000000000001,0.005191269177841192
0.23600000000000002,-0.028247624309435507
0.23700000000000002,0.01540644165588992
0.23800000000000002,-0.014021996008668524
0.23900000000000002,-0.02252376232306601
0.24,0.0019146142192851357
0.241,-0.0035694086279843013
0.242,0.00405248001982295
0.243,-0.03211496116648877
0.244,0.03624460232544747
0.245,-0.012053172290874561
0.246,-0.03079318616992822
0.247,0.01237684377134299
0.248,-0.0070960826020235335
0.249,0.006497169715458075
0.25,-0.006792168612500771
0.251,-0.0011948072095984033
0.252,0.0049154568747726765
0.253,-0.014933057679657967
0.254,0.013574791917191159
0.255,-0.009398001981590869
0.256,-0.017393742883409447
0.257,0.001540648436450056
0.258,0.00890082556982084
0.259,-0.0045815868323727926
0.26,-0.017250395741591255
0.261,0.012395711326172659
0.262,-0.03520657584245554
0.263,-0.02061728272071066
0.264,0.0007904578106676882
0.265,-0.02722118796610135
0.266,0.0005598852849833849
0.267,-0.0010972623603692762
0.268,0.017974795777163367
0.269,-0.01829580703626583
0.27,-0.012518130472832853
0.271,0.0066636336940200025
0.272,-0.049151271804116145
0.273,0.06200084597829169
0.274,-0.01397301460923538
0.275,-0.014596701054511156
0.276,0.017222550218074256
0.277,-0.0007966368287136826
0.278,-0.03558857237407182
0.279,0.012538547601852244
0.28,0.017107556679984173
0.281,-0.008998925469518826
0.28200000000000003,-0.005632007165840498
0.28300000000000003,0.00971969194518784
0.28400000000000003,-0.01817560499828899
0.28500000000000003,0.00876777128413817
